City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Lagoa,PT,2021-09-17 12:13:53,39.05,-27.9833,67.84,74,98,11.5,overcast clouds
231,Changji,CN,2021-09-17 12:13:54,44.0167,87.3167,83.19,17,0,2.24,clear sky
232,Georgetown,MY,2021-09-17 12:12:46,5.4112,100.3354,82.33,84,20,3.44,few clouds
233,Warri,NG,2021-09-17 12:13:54,5.5167,5.75,82.0,75,100,5.06,overcast clouds
234,Bambous Virieux,MU,2021-09-17 12:13:55,-20.3428,57.7575,76.21,77,27,9.75,scattered clouds
235,Belgrade,RS,2021-09-17 12:12:32,44.804,20.4651,83.86,37,0,11.5,clear sky
236,Novonikolayevskiy,RU,2021-09-17 12:13:55,50.9738,42.3649,64.89,32,87,8.84,overcast clouds
237,Mercedes,AR,2021-09-17 12:13:56,-34.6515,-59.4307,61.84,71,2,9.17,clear sky
238,Saskylakh,RU,2021-09-17 12:13:56,71.9167,114.0833,32.29,86,100,14.43,overcast clouds
239,Acapulco,MX,2021-09-17 12:11:52,16.8634,-99.8901,76.77,85,86,4.29,overcast clouds
240,Namatanai,PG,2021-09-17 12:13:56,-3.6667,152.4333,79.41,82,48,8.34,scattered clouds
241,Thinadhoo,MV,2021-09-17 12:13:57,0.5333,72.9333,83.77,69,93,5.41,overcast clouds
242,Odweyne,SO,2021-09-17 12:13:57,9.4092,45.064,91.26,24,30,7.2,scattered clouds
243,Te Anau,NZ,2021-09-17 12:13:57,-45.4167,167.7167,33.58,93,53,0.74,broken clouds
244,Zhuanghe,CN,2021-09-17 12:13:58,39.7008,122.9911,67.32,87,49,5.91,light rain
245,Arras,FR,2021-09-17 12:13:58,50.293,2.7819,74.66,69,86,7.38,overcast clouds
246,Leiyang,CN,2021-09-17 12:13:58,26.4024,112.8591,86.7,53,76,4.47,moderate rain
247,Saldanha,ZA,2021-09-17 12:13:59,-33.0117,17.9442,64.92,53,0,7.76,clear sky
248,Iberia,US,2021-09-17 12:13:59,29.9502,-91.7507,75.27,100,20,0.0,few clouds
249,Aranos,NA,2021-09-17 12:13:59,-24.1333,19.1167,78.4,9,0,8.61,clear sky
250,Katsuura,JP,2021-09-17 12:14:00,35.1333,140.3,75.31,68,100,16.64,overcast clouds
251,San Patricio,US,2021-09-17 12:14:00,28.017,-97.5169,79.83,85,12,1.88,few clouds
252,Gualaquiza,EC,2021-09-17 12:14:01,-3.4,-78.55,60.75,97,100,0.81,overcast clouds
253,Hambantota,LK,2021-09-17 12:14:01,6.1241,81.1185,84.92,72,80,22.86,broken clouds
254,Inhambane,MZ,2021-09-17 12:14:02,-23.865,35.3833,70.29,77,98,19.15,light rain
255,Clyde River,CA,2021-09-17 12:14:02,70.4692,-68.5914,29.53,71,98,2.82,overcast clouds
256,Fort Nelson,CA,2021-09-17 12:14:02,58.8053,-122.7002,40.15,82,100,2.13,overcast clouds
257,Gunjur,GM,2021-09-17 12:14:03,13.2019,-16.7339,81.36,76,100,8.68,overcast clouds
258,Chichester,GB,2021-09-17 12:14:03,50.8367,-0.78,71.02,82,95,7.47,overcast clouds
259,Ribeira Grande,PT,2021-09-17 12:14:04,38.5167,-28.7,73.8,83,75,4.61,broken clouds
260,Livingston,GB,2021-09-17 12:10:40,55.9029,-3.5226,65.48,71,20,9.22,few clouds
261,Najran,SA,2021-09-17 12:14:04,17.4924,44.1277,93.58,11,22,13.42,few clouds
262,Port Hedland,AU,2021-09-17 12:14:04,-20.3167,118.5667,75.25,53,12,10.36,few clouds
263,Akranes,IS,2021-09-17 12:14:05,64.3218,-22.0749,47.19,75,95,13.13,overcast clouds
264,Ottobrunn,DE,2021-09-17 12:13:36,48.0624,11.6686,64.18,69,51,1.01,broken clouds
265,Caliling,PH,2021-09-17 12:14:06,9.9804,122.4814,79.25,82,100,5.44,overcast clouds
266,Solsona,ES,2021-09-17 12:14:06,41.994,1.5171,78.58,45,1,9.89,clear sky
267,Waipawa,NZ,2021-09-17 12:14:07,-41.4122,175.5153,43.43,81,100,6.62,overcast clouds
268,Talnakh,RU,2021-09-17 12:14:07,69.4865,88.3972,42.01,70,5,3.4,clear sky
269,Jalalpur,PK,2021-09-17 12:14:08,32.6374,74.2183,87.67,62,20,4.61,smoke
270,Rio Grande,BR,2021-09-17 12:14:08,-32.035,-52.0986,61.95,73,1,14.7,clear sky
271,Trelleborg,SE,2021-09-17 12:14:08,55.3751,13.1569,63.37,78,95,5.03,overcast clouds
272,Torbay,CA,2021-09-17 12:09:29,47.6666,-52.7314,62.89,76,0,5.99,clear sky
273,Sjenica,RS,2021-09-17 12:14:09,43.2731,19.9994,76.28,38,99,18.03,overcast clouds
274,Saint George,US,2021-09-17 12:11:01,37.1041,-113.5841,69.53,20,1,3.44,clear sky
275,Mafinga,TZ,2021-09-17 12:14:09,-7.25,35.0667,94.57,23,3,2.98,clear sky
276,Nome,US,2021-09-17 12:14:10,64.5011,-165.4064,35.67,75,1,0.0,clear sky
277,Sorland,NO,2021-09-17 12:14:10,67.667,12.6934,55.47,84,100,10.09,overcast clouds
278,Cooma,AU,2021-09-17 12:14:11,-36.2333,149.1333,54.9,66,100,12.68,overcast clouds
279,Wadi Musa,JO,2021-09-17 12:14:11,30.3222,35.4793,74.71,47,0,9.6,clear sky
280,Segou,ML,2021-09-17 12:14:12,13.4317,-6.2157,90.18,49,64,6.04,broken clouds
281,Shimoda,JP,2021-09-17 12:14:12,34.6667,138.95,75.47,82,100,12.84,overcast clouds
282,San Carlos De Bariloche,AR,2021-09-17 12:14:12,-41.1456,-71.3082,46.15,61,20,11.5,few clouds
283,Trairi,BR,2021-09-17 12:09:28,-3.2778,-39.2689,86.16,48,11,15.05,few clouds
284,Carballo,ES,2021-09-17 12:14:13,43.213,-8.691,64.08,93,85,6.51,overcast clouds
285,Mednogorsk,RU,2021-09-17 12:14:13,51.4128,57.595,50.83,51,73,14.65,broken clouds
286,Touros,BR,2021-09-17 12:14:14,-5.1989,-35.4608,85.1,62,17,18.63,few clouds
287,Kavieng,PG,2021-09-17 12:14:14,-2.5744,150.7967,82.56,75,26,11.74,scattered clouds
288,Pushchino,RU,2021-09-17 12:14:15,54.8339,37.6264,46.15,51,100,4.47,overcast clouds
289,Viedma,AR,2021-09-17 12:14:15,-40.8135,-62.9967,59.05,42,15,12.39,few clouds
290,Cabedelo,BR,2021-09-17 12:14:15,-6.9811,-34.8339,83.07,68,40,16.13,scattered clouds
291,Killarney,IE,2021-09-17 12:14:16,52.05,-9.5167,59.05,88,75,6.91,broken clouds
292,Fare,PF,2021-09-17 12:14:16,-16.7,-151.0167,78.48,71,2,22.75,clear sky
293,Lasa,IT,2021-09-17 12:14:17,46.6166,10.7002,74.03,60,83,2.24,broken clouds
294,Poltava,UA,2021-09-17 12:14:17,49.5937,34.5407,73.74,26,91,9.51,overcast clouds
295,Longview,US,2021-09-17 12:14:17,32.5007,-94.7405,73.44,91,90,3.44,overcast clouds
296,Plymouth,US,2021-09-17 12:14:18,41.8334,-70.8328,68.88,88,90,1.01,mist
297,Lavrentiya,RU,2021-09-17 12:14:18,65.5833,-171.0,35.24,73,81,3.36,broken clouds
298,Muisne,EC,2021-09-17 12:14:19,0.6,-80.0333,74.46,91,100,8.01,overcast clouds
299,Motala,SE,2021-09-17 12:14:19,58.5371,15.0365,50.32,89,100,14.14,overcast clouds
300,Sydney,AU,2021-09-17 12:09:55,-33.8679,151.2073,61.9,79,0,1.99,clear sky
301,Egvekinot,RU,2021-09-17 12:14:20,66.3167,-179.1667,26.76,85,100,3.74,overcast clouds
302,Poopo,BO,2021-09-17 12:14:20,-18.3667,-66.9667,46.38,63,56,6.24,broken clouds
303,Pendleton,US,2021-09-17 12:14:20,45.6721,-118.7886,56.98,49,1,3.44,clear sky
304,Isangel,VU,2021-09-17 12:14:21,-19.55,169.2667,70.88,83,100,14.12,overcast clouds
305,Lalmohan,BD,2021-09-17 12:14:21,22.3384,90.7419,82.15,82,100,13.89,moderate rain
306,Kautokeino,NO,2021-09-17 12:14:22,69.0125,23.0412,40.89,78,100,17.2,overcast clouds
307,Nyimba,ZM,2021-09-17 12:14:22,-14.5566,30.8149,102.78,9,30,6.55,scattered clouds
308,Nyurba,RU,2021-09-17 12:14:23,63.2842,118.3319,41.68,66,100,6.87,overcast clouds
309,Moose Factory,CA,2021-09-17 12:14:24,51.2585,-80.6094,58.82,86,100,11.16,overcast clouds
310,Villa Bruzual,VE,2021-09-17 12:14:24,9.3328,-69.1208,74.97,89,6,2.04,clear sky
311,Ketchikan,US,2021-09-17 12:14:25,55.3422,-131.6461,46.87,87,90,9.22,light rain
312,Chupa,RU,2021-09-17 12:14:25,66.27,33.0549,47.12,64,90,5.68,overcast clouds
313,Ixtapa,MX,2021-09-17 12:14:25,20.7,-105.2,75.22,100,49,3.56,scattered clouds
314,Vanimo,PG,2021-09-17 12:14:26,-2.6741,141.3028,79.93,84,87,8.59,overcast clouds
315,Kedrovyy,RU,2021-09-17 12:14:26,56.1667,91.8167,57.61,70,43,4.83,scattered clouds
316,Rediu,RO,2021-09-17 12:14:27,47.2167,27.5,74.84,68,20,8.01,few clouds
317,Scarborough,GB,2021-09-17 12:14:27,54.2797,-0.4044,67.53,72,100,4.0,overcast clouds
318,Jasper,US,2021-09-17 12:14:27,37.2001,-94.3502,69.01,88,20,5.75,few clouds
319,Vila Velha,BR,2021-09-17 12:11:34,-20.3297,-40.2925,76.95,83,90,8.05,overcast clouds
320,Manta,EC,2021-09-17 12:14:28,-0.95,-80.7333,72.19,85,99,4.25,overcast clouds
321,Necochea,AR,2021-09-17 12:14:28,-38.5473,-58.7368,58.03,67,0,14.97,clear sky
322,Antofagasta,CL,2021-09-17 12:12:21,-23.65,-70.4,56.48,71,52,7.27,broken clouds
323,Richards Bay,ZA,2021-09-17 12:13:41,-28.783,32.0377,66.74,57,87,15.41,overcast clouds
324,Esperance,AU,2021-09-17 12:14:29,-33.8667,121.9,53.2,65,32,9.57,scattered clouds
325,Sitka,US,2021-09-17 12:14:29,57.0531,-135.33,45.7,90,100,8.77,light rain
326,Mar Del Plata,AR,2021-09-17 12:10:03,-38.0023,-57.5575,55.42,76,0,11.5,clear sky
327,Salalah,OM,2021-09-17 12:14:30,17.0151,54.0924,84.29,84,75,14.97,broken clouds
328,Kavaratti,IN,2021-09-17 12:14:30,10.5669,72.642,81.95,77,24,13.44,few clouds
329,Ursulo Galvan,MX,2021-09-17 12:14:31,22.7333,-98.3,82.33,90,88,0.6,overcast clouds
330,Sangar,RU,2021-09-17 12:14:31,63.9242,127.4739,45.18,97,100,6.11,light rain
331,Longyearbyen,SJ,2021-09-17 12:14:32,78.2186,15.6401,42.64,87,75,5.75,broken clouds
332,Dharchula,IN,2021-09-17 12:14:32,29.85,80.5333,74.91,89,62,2.91,broken clouds
333,Nachingwea,TZ,2021-09-17 12:14:33,-10.3833,38.7667,95.59,23,54,1.45,broken clouds
334,Prince Rupert,CA,2021-09-17 12:14:33,54.3161,-130.3201,44.83,88,100,11.9,light rain
335,Takoradi,GH,2021-09-17 12:14:33,4.8845,-1.7554,82.08,75,94,2.28,moderate rain
336,Boma,GH,2021-09-17 12:14:34,7.0805,-2.1697,79.84,86,99,2.64,moderate rain
337,Ballinrobe,IE,2021-09-17 12:14:34,53.6333,-9.2333,63.7,67,99,7.18,overcast clouds
338,Barra Do Bugres,BR,2021-09-17 12:14:34,-15.0725,-57.1811,88.14,37,0,2.98,clear sky
339,Cayenne,GF,2021-09-17 12:09:37,4.9333,-52.3333,85.08,77,0,3.44,clear sky
340,Dunedin,NZ,2021-09-17 12:14:35,-45.8742,170.5036,41.81,83,79,8.25,broken clouds
341,Dudinka,RU,2021-09-17 12:14:35,69.4058,86.1778,42.57,75,20,10.96,few clouds
342,Grover Beach,US,2021-09-17 12:11:27,35.1216,-120.6213,57.2,82,90,1.99,overcast clouds
343,Wanaka,NZ,2021-09-17 12:14:36,-44.7,169.15,37.11,73,13,1.99,few clouds
344,Marsa Matruh,EG,2021-09-17 12:14:36,31.3525,27.2453,82.0,49,0,18.88,clear sky
345,Kaduqli,SD,2021-09-17 12:14:37,11.0167,29.7167,84.47,65,59,7.63,light rain
346,Shache,CN,2021-09-17 12:14:37,38.4167,77.2406,87.12,12,0,6.2,clear sky
347,Port-Gentil,GA,2021-09-17 12:14:38,-0.7193,8.7815,77.97,82,88,13.24,overcast clouds
348,Say,NE,2021-09-17 12:14:38,13.1007,2.3689,90.45,48,95,11.45,overcast clouds
349,Chapais,CA,2021-09-17 12:14:38,49.7834,-74.8492,55.27,74,23,12.73,few clouds
350,Salmo,CA,2021-09-17 12:14:39,49.1999,-117.2689,45.88,82,100,2.62,overcast clouds
351,Loralai,PK,2021-09-17 12:14:39,30.3705,68.598,91.04,8,0,9.91,clear sky
352,Chengde,CN,2021-09-17 12:14:39,40.9725,117.9361,59.88,64,48,0.74,scattered clouds
353,Flin Flon,CA,2021-09-17 12:14:40,54.7682,-101.865,42.71,93,100,9.66,overcast clouds
354,Okhotsk,RU,2021-09-17 12:14:40,59.3833,143.3,52.83,93,100,24.34,moderate rain
355,Tonota,BW,2021-09-17 12:14:41,-21.4833,27.4833,88.83,25,5,11.39,clear sky
356,Caucaia,BR,2021-09-17 12:14:41,-3.7361,-38.6531,85.95,54,20,20.71,few clouds
357,Viesca,MX,2021-09-17 12:14:41,25.35,-102.8,69.37,66,26,2.77,scattered clouds
358,Northam,GB,2021-09-17 12:14:42,51.0333,-4.2167,70.14,65,84,14.54,broken clouds
359,San Quintin,MX,2021-09-17 12:14:42,30.4833,-115.95,65.44,87,4,9.66,clear sky
360,Bella Union,UY,2021-09-17 12:14:42,-30.2752,-57.6007,58.24,66,23,10.85,few clouds
361,Sar-E Pul,AF,2021-09-17 12:14:43,35.8333,66.1667,80.22,9,0,8.03,clear sky
362,Plastun,RU,2021-09-17 12:14:43,44.7561,136.2939,56.79,88,80,5.32,broken clouds
363,Esil,KZ,2021-09-17 12:14:44,51.9556,66.4042,52.14,44,85,19.57,overcast clouds
364,Dauphin,CA,2021-09-17 12:14:44,51.1494,-100.0502,44.67,68,86,16.31,overcast clouds
365,Brazzaville,CG,2021-09-17 12:13:55,-4.2658,15.2832,90.46,44,96,8.12,overcast clouds
366,Tefe,BR,2021-09-17 12:14:44,-3.3542,-64.7114,77.11,94,0,4.61,clear sky
367,Port Blair,IN,2021-09-17 12:14:45,11.6667,92.75,81.45,79,84,6.38,broken clouds
368,Havre-Saint-Pierre,CA,2021-09-17 12:14:45,50.2334,-63.5986,46.76,100,40,2.3,scattered clouds
369,Smidovich,RU,2021-09-17 12:14:46,48.6,133.8167,60.22,62,34,12.01,scattered clouds
370,Lethem,GY,2021-09-17 12:14:46,3.3803,-59.7968,80.89,71,5,9.26,clear sky
371,Sabha,LY,2021-09-17 12:14:46,27.0377,14.4283,90.57,18,0,9.33,clear sky
372,Pimentel,PE,2021-09-17 12:14:47,-6.8367,-79.9342,59.29,88,75,8.05,mist
373,Mayo,US,2021-09-17 12:14:47,38.8876,-76.5119,73.81,94,90,1.01,mist
374,Leningradskiy,RU,2021-09-17 12:14:48,69.3833,178.4167,29.73,93,100,6.38,light snow
375,Hovd,MN,2021-09-17 12:14:48,48.0056,91.6419,63.48,34,70,10.47,broken clouds
376,Phan Thiet,VN,2021-09-17 12:14:48,10.9333,108.1,79.59,84,62,2.57,broken clouds
377,Chitral,PK,2021-09-17 12:14:49,35.8462,71.7858,84.97,22,0,7.83,clear sky
378,San Juan,AR,2021-09-17 12:10:44,-31.5375,-68.5364,65.73,25,0,1.63,clear sky
379,Naantali,FI,2021-09-17 12:14:49,60.4674,22.0243,54.01,50,75,9.22,broken clouds
380,Beira,MZ,2021-09-17 12:14:50,-19.8436,34.8389,82.49,74,75,14.97,broken clouds
381,Vallenar,CL,2021-09-17 12:14:50,-28.5708,-70.7581,59.83,51,80,1.45,broken clouds
382,Natal,BR,2021-09-17 12:13:13,-5.795,-35.2094,84.85,65,40,10.36,scattered clouds
383,Ancud,CL,2021-09-17 12:14:51,-41.8697,-73.8203,45.93,89,24,9.28,light rain
384,Mogadishu,SO,2021-09-17 12:12:57,2.0371,45.3438,80.87,69,83,15.1,broken clouds
385,Riachao,BR,2021-09-17 12:14:51,-7.3619,-46.6172,89.08,28,22,11.16,few clouds
386,Sur,OM,2021-09-17 12:14:51,22.5667,59.5289,92.79,51,85,7.25,overcast clouds
387,Katherine,AU,2021-09-17 12:14:52,-14.4667,132.2667,77.32,31,100,4.61,overcast clouds
388,Tuatapere,NZ,2021-09-17 12:14:52,-46.1333,167.6833,36.82,89,74,3.94,broken clouds
389,Ios,GR,2021-09-17 12:14:53,36.7333,25.2833,84.11,44,0,5.99,clear sky
390,Itarema,BR,2021-09-17 12:14:53,-2.9248,-39.9167,85.87,51,11,16.93,few clouds
391,Erdaojiang,CN,2021-09-17 12:14:54,41.7764,126.0319,58.42,88,46,3.83,scattered clouds
392,Zemio,CF,2021-09-17 12:14:54,5.0314,25.1361,75.33,88,100,5.7,light rain
393,Yibin,CN,2021-09-17 12:14:55,28.7667,104.6238,72.64,89,95,2.98,light rain
394,Vrangel,RU,2021-09-17 12:14:55,42.7297,133.0839,63.27,87,97,3.31,overcast clouds
395,Paamiut,GL,2021-09-17 12:14:55,61.994,-49.6678,37.45,77,23,17.54,few clouds
396,Mahbubnagar,IN,2021-09-17 12:14:56,16.7333,77.9833,80.35,71,93,3.42,overcast clouds
397,Fortuna,US,2021-09-17 12:10:13,40.5982,-124.1573,52.66,66,14,2.35,few clouds
398,Tucuman,AR,2021-09-17 12:14:07,-26.8241,-65.2226,59.0,38,5,6.91,clear sky
399,Kulai,MY,2021-09-17 12:14:56,1.6561,103.6032,85.82,79,64,4.18,broken clouds
400,Honiara,SB,2021-09-17 12:14:57,-9.4333,159.95,77.52,88,80,6.44,broken clouds
401,Chunskiy,RU,2021-09-17 12:14:57,56.0815,99.6342,48.92,85,98,6.26,overcast clouds
402,Brae,GB,2021-09-17 12:14:57,60.3964,-1.353,58.91,83,100,26.53,overcast clouds
403,Canton,CN,2021-09-17 12:10:49,23.1167,113.25,84.15,55,82,2.71,light rain
404,Smoky Lake,CA,2021-09-17 12:14:58,54.1169,-112.4686,36.88,73,50,6.35,scattered clouds
405,Souillac,MU,2021-09-17 12:14:58,-20.5167,57.5167,76.35,68,64,7.67,light rain
406,Maldonado,UY,2021-09-17 12:14:59,-34.6667,-54.9167,56.59,62,0,7.49,clear sky
407,Kenora,CA,2021-09-17 12:14:59,49.8167,-94.4337,48.18,51,46,11.72,scattered clouds
408,Russkiy Kameshkir,RU,2021-09-17 12:14:59,52.8589,46.0892,49.12,47,100,11.03,overcast clouds
409,Samarai,PG,2021-09-17 12:15:00,-10.6167,150.6667,77.14,76,100,18.88,overcast clouds
410,Cochrane,CA,2021-09-17 12:14:00,51.1834,-114.4687,44.44,59,97,3.65,overcast clouds
411,Ous,RU,2021-09-17 12:15:00,60.9058,61.5186,43.34,67,99,12.3,overcast clouds
412,Kununurra,AU,2021-09-17 12:15:01,-15.7667,128.7333,82.38,54,99,4.61,overcast clouds
413,Cortez,US,2021-09-17 12:15:01,37.3489,-108.5859,58.42,56,1,5.75,clear sky
414,Chingirlau,KZ,2021-09-17 12:15:03,51.095,54.0814,54.99,41,61,13.0,broken clouds
415,Samana,DO,2021-09-17 12:15:03,19.2056,-69.3369,77.22,88,40,0.0,scattered clouds
416,Carutapera,BR,2021-09-17 12:15:04,-1.195,-46.02,84.43,66,8,9.24,clear sky
417,Rochegda,RU,2021-09-17 12:15:04,62.8,43.25,46.81,67,99,9.78,overcast clouds
418,Nykirke,DE,2021-09-17 12:15:05,54.8667,8.7333,59.58,67,49,14.34,scattered clouds
419,Beloha,MG,2021-09-17 12:15:06,-25.1667,45.05,84.33,28,0,13.15,clear sky
420,Bardiyah,LY,2021-09-17 12:15:06,31.7561,25.0865,82.72,51,0,15.88,clear sky
421,Meadow Lake,US,2021-09-17 12:15:07,34.8014,-106.5436,67.15,22,0,2.39,clear sky
422,Taltal,CL,2021-09-17 12:10:20,-25.4,-70.4833,57.99,73,25,4.59,scattered clouds
423,Vostok,RU,2021-09-17 12:15:07,46.4856,135.8833,48.29,87,3,5.03,clear sky
424,Santa Cruz,BO,2021-09-17 12:15:08,-17.8,-63.1667,75.06,34,9,0.09,clear sky
425,Berck,FR,2021-09-17 12:15:08,50.4,1.6,74.7,64,0,4.61,clear sky
426,Luanda,AO,2021-09-17 12:13:04,-8.8368,13.2343,74.82,72,72,10.56,broken clouds
427,Yar-Sale,RU,2021-09-17 12:15:09,66.8333,70.8333,40.77,92,98,25.9,light rain
428,Malanje,AO,2021-09-17 12:15:09,-9.5402,16.341,88.14,29,20,7.72,few clouds
429,Bamberg,DE,2021-09-17 12:15:10,49.8795,10.8863,65.89,59,31,4.97,scattered clouds
430,Yekaterinovka,RU,2021-09-17 12:15:10,52.0508,44.3451,53.91,47,100,5.44,overcast clouds
431,Alice Springs,AU,2021-09-17 12:10:55,-23.7,133.8833,69.35,78,40,8.05,scattered clouds
432,Imeni Poliny Osipenko,RU,2021-09-17 12:12:17,52.4201,136.4853,51.4,62,46,6.6,scattered clouds
433,Waingapu,ID,2021-09-17 12:15:11,-9.6567,120.2641,79.75,77,57,11.21,broken clouds
434,Fajardo,PR,2021-09-17 12:14:58,18.3258,-65.6524,82.33,89,75,0.0,broken clouds
435,Dapaong,TG,2021-09-17 12:10:20,10.8639,0.205,79.83,68,100,3.71,overcast clouds
436,Scottsbluff,US,2021-09-17 12:12:13,41.8666,-103.6672,49.32,66,90,1.99,overcast clouds
437,Sribne,UA,2021-09-17 12:15:12,50.6638,32.9187,68.27,37,97,10.0,overcast clouds
438,Luzhou,CN,2021-09-17 12:15:12,28.8724,105.4405,72.81,88,80,2.98,light rain
439,Collipulli,CL,2021-09-17 12:15:12,-37.95,-72.4333,46.6,93,35,2.46,scattered clouds
440,Pavlovka,RU,2021-09-17 12:15:13,52.6897,47.1405,48.52,49,100,10.27,overcast clouds
441,Mantua,IT,2021-09-17 12:15:13,45.1667,10.7833,81.09,69,99,1.99,overcast clouds
442,Shadrinsk,RU,2021-09-17 12:15:13,56.0852,63.6335,42.39,87,100,14.61,overcast clouds
443,Basoko,CD,2021-09-17 12:15:14,1.2391,23.616,81.86,60,100,2.15,overcast clouds
444,Maceio,BR,2021-09-17 12:13:46,-9.6658,-35.7353,80.04,94,75,8.05,broken clouds
445,Oga,IT,2021-09-17 12:15:14,46.4631,10.347,66.69,56,62,2.8,broken clouds
446,Chipinge,ZW,2021-09-17 12:15:15,-20.1883,32.6236,80.98,40,15,9.46,few clouds
447,Sept-Iles,CA,2021-09-17 12:15:15,50.2001,-66.3821,50.43,92,20,3.0,few clouds
448,Nuqui,CO,2021-09-17 12:15:16,5.7125,-77.2708,77.7,90,100,3.74,light rain
449,Bawku,GH,2021-09-17 12:15:16,11.0616,-0.2417,82.36,65,100,6.85,overcast clouds
450,Ugoofaaru,MV,2021-09-17 12:15:16,5.6667,73.0,83.17,77,81,14.47,broken clouds
451,Kongoussi,BF,2021-09-17 12:15:17,13.3258,-1.5347,87.67,54,98,10.6,overcast clouds
452,Lincoln,US,2021-09-17 12:15:17,40.8,-96.667,71.04,78,90,4.0,overcast clouds
453,Nogliki,RU,2021-09-17 12:15:18,51.8333,143.1667,52.39,89,0,9.69,clear sky
454,La Antigua,CO,2021-09-17 12:15:19,6.7153,-76.079,58.28,91,39,2.1,scattered clouds
455,Joao Camara,BR,2021-09-17 12:15:19,-5.5375,-35.8197,83.44,49,21,17.78,few clouds
456,Russell,US,2021-09-17 12:15:19,32.3502,-85.1999,74.48,90,90,0.0,overcast clouds
457,Ostersund,SE,2021-09-17 12:15:20,63.1792,14.6357,43.25,87,90,12.66,overcast clouds
458,Vao,NC,2021-09-17 12:15:20,-22.6667,167.4833,68.09,58,0,12.41,clear sky
459,Le Pradet,FR,2021-09-17 12:15:21,43.1066,6.0172,82.99,60,0,19.57,clear sky
460,Oriximina,BR,2021-09-17 12:15:21,-1.7656,-55.8661,80.44,71,24,3.44,few clouds
461,Adjumani,UG,2021-09-17 12:15:21,3.3779,31.7909,82.53,54,59,5.77,light rain
